From	To
Q9V769	FBgn0013773
Q24474	FBgn0010263
Q26278	FBgn0010263
Q26279	FBgn0010263
Q26293	FBgn0010263
Q9VQJ0	FBgn0010263
Q95TA9	FBgn0010263
P07548	FBgn0000439
Q27934	FBgn0013725
P28668	FBgn0005674
Q9VJ61	FBgn0032702
Q8SZF4	FBgn0033115
Q9VWD6	FBgn0031060
Q9VI83	FBgn0037490
Q95SK5	FBgn0042712
Q9W074	FBgn0042712
O96880	FBgn0015828
P51521	FBgn0003028
Q24158	FBgn0010315
Q9GTQ8	FBgn0010315
Q9VXM1	FBgn0010315
Q9U9D0	FBgn0000520
Q9W4V9	FBgn0000520
Q8SZT7	FBgn0037931
Q9VGK1	FBgn0037931
Q24159	FBgn0010317
Q95U62	FBgn0010317
Q9VZP3	FBgn0010317
Q9VD65	FBgn0038915
P61851	FBgn0003462
Q3YNB0	FBgn0019650
Q9V490	FBgn0019650
Q9XZC2	FBgn0019650
P42283	FBgn0283521
P42284	FBgn0283521
Q7KQZ4	FBgn0283521
Q27589	FBgn0011576
P91943	FBgn0085432
Q9Y171	FBgn0027615
Q9V813	FBgn0034215
Q9VAC5	FBgn0039734
Q7K5M6	FBgn0010620
Q9W5C2	FBgn0040340
Q7JZN0	FBgn0010638
Q8SXW0	FBgn0010638
O76880	FBgn0011276
Q24354	FBgn0011276
Q9W4X2	FBgn0011276
Q9VJE4	FBgn0032634
P14599	FBgn0000108
P82149	FBgn0011297
Q27333	FBgn0011297
A1Z7L8	FBgn0011300
A1Z7L9	FBgn0011300
Q23975	FBgn0011300
Q7YU60	FBgn0011300
Q27393	FBgn0000147
Q9VGF9	FBgn0000147
Q24292	FBgn0284247
P12426	FBgn0000109
Q01083	FBgn0005672
P06002	FBgn0002940
Q24096	FBgn0011739
Q24590	FBgn0011739
Q9VA38	FBgn0011739
Q9U6P5	FBgn0028504
Q9VZZ7	FBgn0028504
Q5U0T9	FBgn0031785
Q9VMG8	FBgn0031785
P18102	FBgn0003720
P25932	FBgn0001981
P12982	FBgn0004103
P18487	FBgn0002036
P36872	FBgn0004889
Q24255	FBgn0011758
Q8SYL1	FBgn0022288
Q9VHK8	FBgn0286516
Q9VDM7	FBgn0038795
P08510	FBgn0003380
O76460	FBgn0002989
P23226	FBgn0002645
Q24036	FBgn0014163
Q86BI4	FBgn0014163
Q95RI5	FBgn0014163
Q27421	FBgn0003016
O44342	FBgn0004003
O76523	FBgn0025457
Q8MSW6	FBgn0025457
Q9VAJ2	FBgn0025457
Q9XYF7	FBgn0025457
Q9VKW8	FBgn0032240
Q9VJZ6	FBgn0032509
Q9VJ42	FBgn0032717
Q7K1V0	FBgn0033491
A1ZBH1	FBgn0034418
Q7K4M9	FBgn0034418
Q8IGB6	FBgn0034418
Q9W1L8	FBgn0034887
Q5U0Z2	FBgn0035630
Q9VRP2	FBgn0035630
Q9VRS0	FBgn0035657
Q9VSF5	FBgn0035855
Q9VGN7	FBgn0037901
Q9VXY1	FBgn0030614
A1Z9I6	FBgn0033884
Q7K199	FBgn0033884
Q0E940	FBgn0034237
P36975	FBgn0011288
P10333	FBgn0002855
Q9V3K7	FBgn0028507
Q7JXC4	FBgn0034259
Q9VDY5	FBgn0038693
Q7KM03	FBgn0005640
Q7KM04	FBgn0005640
Q7KM05	FBgn0005640
Q7KM08	FBgn0005640
Q7YUC0	FBgn0005640
Q8MZ44	FBgn0005640
Q94888	FBgn0005640
Q9XTK9	FBgn0005640
Q9V439	FBgn0040339
Q7KLW6	FBgn0028700
Q9U9Q1	FBgn0028700
Q9W1Q0	FBgn0034863
Q9NGN6	FBgn0005683
Q9VKW2	FBgn0005683
Q6NR30	FBgn0028953
Q9VD35	FBgn0038941
Q01295	FBgn0283451
Q24206	FBgn0283451
A1ZBR5	FBgn0034483
Q9VBL6	FBgn0011668
Q9VG95	FBgn0010041
Q9VG98	FBgn0010038
Q7JVI6	FBgn0033381
Q7JVZ8	FBgn0034354
Q8SXQ9	FBgn0038029
Q7KK90	FBgn0034335
Q24498	FBgn0011286
P25843	FBgn0000308
Q24113	FBgn0015520
Q7JPC7	FBgn0015520
Q8MS20	FBgn0015520
Q9XZ22	FBgn0027521
Q9W303	FBgn0026415
Q7K1D9	FBgn0051038
Q8MYX8	FBgn0051038
Q9VAE7	FBgn0051038
Q7Z1Y4	FBgn0052311
Q8SXC1	FBgn0052311
Q9W053	FBgn0052311
Q9VCS5	FBgn0085404
Q9VRT2	FBgn0035670
Q9VDU4	FBgn0038730
Q9VDQ5	FBgn0038766
Q9VSU6	FBgn0035964
Q8IGF3	FBgn0039897
Q8IMB8	FBgn0039897
Q8IMB9	FBgn0039897
Q8SXK8	FBgn0039897
Q9V4C1	FBgn0039897
Q0E8X9	FBgn0040063
Q8T8W5	FBgn0040063
Q9NIU4	FBgn0040063
Q9VXT5	FBgn0030655
Q9VSY9	FBgn0035993
Q7K1Y4	FBgn0033972
Q9VTE2	FBgn0025355
A1Z9S1	FBgn0050077
Q9VTE0	FBgn0036118
P29747	FBgn0004396
Q9VTI5	FBgn0036162
Q7JVI3	FBgn0033902
Q9VWK9	FBgn0030994
Q8IGL2	FBgn0032586
Q8IP18	FBgn0032586
Q9V3W1	FBgn0032586
Q9VD07	FBgn0038968
Q8T492	FBgn0036183
Q9VTL0	FBgn0036183
Q9VTL6	FBgn0036188
P54269	FBgn0015919
Q4LDP7	FBgn0036211
Q95T90	FBgn0036211
Q9I7R1	FBgn0036211
O77410	FBgn0025582
Q9VK46	FBgn0032465
Q7JWD3	FBgn0033191
Q8IH28	FBgn0033191
Q7K4J7	FBgn0033199
Q9VE99	FBgn0038596
Q9VK37	FBgn0028410
Q27597	FBgn0015623
Q7KY04	FBgn0016701
O46038	FBgn0023550
Q9W508	FBgn0023550
A1Z729	FBgn0033205
Q960C7	FBgn0033205
Q8MKJ6	FBgn0033527
Q9VEK4	FBgn0038506
Q9VCC8	FBgn0039154
Q9V3T1	FBgn0040347
Q24276	FBgn0011573
Q9VUC3	FBgn0036405
P32100	FBgn0005593
Q9VAW0	FBgn0039582
Q9Y109	FBgn0027549
Q5BI57	FBgn0029873
Q9W3Z5	FBgn0029873
Q9VMA3	FBgn0000392
Q8SYN3	FBgn0035755
Q9VS39	FBgn0035755
Q9VT38	FBgn0036035
Q9VNJ5	FBgn0029088
Q9VDR1	FBgn0038760
Q7K2I4	FBgn0036415
Q9U1L7	FBgn0040359
Q9W5A9	FBgn0040359
Q8MQK5	FBgn0036505
Q95RY2	FBgn0036505
Q9VUQ1	FBgn0036505
Q9VR30	FBgn0031632
Q8MRG2	FBgn0052594
Q9N2Q1	FBgn0052594
Q9N2Q2	FBgn0052594
Q9VXZ2	FBgn0030603
Q9VXZ3	FBgn0052594
Q9VXZ4	FBgn0052594
Q9VZC9	FBgn0035540
Q9VVP9	FBgn0036787
Q9VEB3	FBgn0038585
Q8MRB5	FBgn0039053
Q9VCQ8	FBgn0039053
Q9VPH3	FBgn0036977
P10735	FBgn0003714
Q27367	FBgn0015924
Q8SYV4	FBgn0038989
Q9VCY1	FBgn0038989
Q9VW92	FBgn0036950
Q8SXQ7	FBgn0035977
Q9VVC2	FBgn0036679
Q9W1C9	FBgn0011695
Q9VNG1	FBgn0037360
Q8T913	FBgn0037781
Q9VI08	FBgn0037432
Q9VI34	FBgn0037456
Q9VI02	FBgn0037516
Q9VHV1	FBgn0037554
A1ZB68	FBgn0063497
P56175	FBgn0020909
Q9VHP1	FBgn0037603
A1Z7L1	FBgn0033354
A1Z784	FBgn0033246
Q7JV23	FBgn0033246
Q95T33	FBgn0039844
Q9V9Y0	FBgn0039844
A1Z7I1	FBgn0033324
Q9U969	FBgn0003656
A1Z7P1	FBgn0033377
Q8MR10	FBgn0037794
Q9VH18	FBgn0037794
Q5BHU7	FBgn0033377
Q86NU8	FBgn0033377
Q95RR7	FBgn0033377
Q95X10	FBgn0033377
Q9VTL5	FBgn0036187
Q9VHV5	FBgn0037551
A1Z866	FBgn0033504
A1Z867	FBgn0033504
A1Z869	FBgn0033504
A1Z870	FBgn0033504
A1Z871	FBgn0033504
A1Z872	FBgn0033504
Q7JR75	FBgn0033504
Q7K1M7	FBgn0033504
Q86P80	FBgn0033504
Q8IGB7	FBgn0033504
Q8IGN4	FBgn0033504
Q966U7	FBgn0033504
Q966U8	FBgn0033504
Q966U9	FBgn0033504
Q966V0	FBgn0033504
Q966V1	FBgn0033504
Q8SWQ9	FBgn0042177
Q8T094	FBgn0042177
Q9VV82	FBgn0042177
A1Z8C0	FBgn0033549
Q7JZM5	FBgn0033549
Q8IH24	FBgn0037262
A1Z8Y4	FBgn0033723
Q9VSH7	FBgn0035875
Q9V6G5	FBgn0026619
Q6WAR0	FBgn0031145
Q6WAR9	FBgn0031145
Q9VRD6	FBgn0031145
Q9VJ26	FBgn0032731
Q7JYV7	FBgn0033754
P18289	FBgn0001291
Q8T0N5	FBgn0033769
P07665	FBgn0003511
Q7JR58	FBgn0033879
Q9VQU9	FBgn0004893
Q7K049	FBgn0033238
Q8IHA0	FBgn0033238
Q7JW60	FBgn0033569
Q7K1U0	FBgn0033926
Q9W2P0	FBgn0034569
Q9W1R4	FBgn0034853
Q8MRE3	FBgn0036897
Q8SZQ1	FBgn0036897
Q9VW25	FBgn0036897
Q8MYW5	FBgn0037317
Q86BS2	FBgn0037391
Q960F7	FBgn0037391
Q9VH31	FBgn0037783
Q9VFB9	FBgn0038301
Q9VEF5	FBgn0038546
Q9VA37	FBgn0039802
Q9VQI5	FBgn0051694
Q7K2Y9	FBgn0034046
Q95SZ1	FBgn0034046
Q9VNF4	FBgn0051546
Q24454	FBgn0003087
Q9V817	FBgn0034219
Q9U1K1	FBgn0003475
P25160	FBgn0000115
Q94527	FBgn0014018
O97428	FBgn0026084
Q8IRS7	FBgn0026084
Q9VQA7	FBgn0031412
Q9VF30	FBgn0003227
Q9VF04	FBgn0038390
Q8IMK7	FBgn0086361
Q961C5	FBgn0086361
Q9VAK1	FBgn0086361
A1ZB29	FBgn0034299
Q7K2J3	FBgn0034299
Q8SZQ0	FBgn0034299
Q9W2Q5	FBgn0034558
Q9VEU2	FBgn0038438
Q9W1J7	FBgn0034904
Q9VEZ5	FBgn0024222
Q95TZ1	FBgn0034975
Q9W1A9	FBgn0034975
Q9VSS7	FBgn0035952
Q9VG65	FBgn0286507
Q9V3G9	FBgn0040371
Q8MR61	FBgn0035169
Q961W1	FBgn0036992
Q9VPF3	FBgn0036992
Q8IGC8	FBgn0035298
Q9W058	FBgn0035298
Q5BI25	FBgn0037084
Q7JRF1	FBgn0037084
Q7JY00	FBgn0037084
Q86P32	FBgn0037084
Q3YNE0	FBgn0016036
Q9VS36	FBgn0016036
Q7KPI3	FBgn0024941
Q9VXA3	FBgn0024941
Q9XZ63	FBgn0027095
Q9VXJ0	FBgn0030731
Q9VIL6	FBgn0032867
Q9VTG7	FBgn0036144
Q9VTH8	FBgn0036155
Q5BIE5	FBgn0039469
Q9VB95	FBgn0039469
Q7KT11	FBgn0032889
Q8SZU0	FBgn0032889
Q9VIJ0	FBgn0032889
O62619	FBgn0267385
Q9VWD0	FBgn0052528
O18335	FBgn0015790
Q8IGH2	FBgn0015790
Q94918	FBgn0003984
O02372	FBgn0020277
Q24175	FBgn0015926
Q8T9K5	FBgn0015926
Q24573	FBgn0004795
Q9W088	FBgn0027903
Q24211	FBgn0016976
P48610	FBgn0000116
P49258	FBgn0011273
O61491	FBgn0024754
Q9VFA3	FBgn0038311
Q9VCU8	FBgn0039017
O61267	FBgn0019686
O18332	FBgn0285937
Q8MRA4	FBgn0285937
Q7KRS6	FBgn0016919
Q9V9R6	FBgn0016919
Q9VGW6	FBgn0017577
O61305	FBgn0024804
Q7JVW9	FBgn0028546
Q9V428	FBgn0028546
Q8IGP6	FBgn0020249
Q8INQ9	FBgn0020249
Q8INR0	FBgn0020249
Q9XYA7	FBgn0020249
O18640	FBgn0020618
Q8T979	FBgn0034774
Q9W200	FBgn0034774
Q9W139	FBgn0035034
Q4V5H8	FBgn0037460
Q9VI39	FBgn0037461
Q9VFQ4	FBgn0038186
Q9V785	FBgn0033988
O96299	FBgn0022359
Q5U160	FBgn0036772
Q8T9D2	FBgn0036772
Q9VVM8	FBgn0036772
Q7K537	FBgn0038115
Q9VFZ4	FBgn0038115
Q9VFV9	FBgn0038145
Q9VF59	FBgn0038342
A1Z7J1	FBgn0024189
Q9V4Y0	FBgn0024189
Q9W102	FBgn0023181
Q9Y1B3	FBgn0023181
P41964	FBgn0283461
O61444	FBgn0024326
Q7KPK6	FBgn0024326
Q7KPX5	FBgn0024326
Q24403	FBgn0002865
Q9VAW8	FBgn0002865
Q9VHR8	FBgn0037580
P42124	FBgn0000629
Q7KU90	FBgn0028582
Q7KU93	FBgn0028582
Q8T0I6	FBgn0028582
Q9VS85	FBgn0028582
Q9V877	FBgn0003545
Q8T9I8	FBgn0035150
Q9W0P2	FBgn0035150
Q9W022	FBgn0035334
Q9VPE6	FBgn0052428
P46222	FBgn0013325
P54351	FBgn0266464
Q8SYD0	FBgn0032744
Q24319	FBgn0014868
Q23977	FBgn0010303
Q9VB61	FBgn0039498
P22745	FBgn0000158
P50887	FBgn0015288
Q9W2K8	FBgn0026582
O17468	FBgn0022786
Q9VWY7	FBgn0030894
Q9VZC0	FBgn0035546
Q9VSN7	FBgn0035922
Q9VV20	FBgn0036596
Q70HU2	FBgn0053526
Q70HU3	FBgn0053526
Q7KU01	FBgn0053526
Q960J4	FBgn0053526
Q9VPU9	FBgn0053526
Q9W3D5	FBgn0030053
Q7KNC5	FBgn0013576
Q7KTR7	FBgn0013576
Q7KTR8	FBgn0013576
Q8IPN6	FBgn0013576
Q8IPN7	FBgn0013576
Q8IPN8	FBgn0013576
Q8IPN9	FBgn0013576
Q8MSQ5	FBgn0013576
Q9VNA1	FBgn0013576
Q9VNA2	FBgn0013576
P40946	FBgn0013750
Q9W5Y0	FBgn0031081
Q9VPD2	FBgn0037011
Q24178	FBgn0265606
Q05913	FBgn0010282
Q7KRW1	FBgn0039668
O77135	FBgn0003480
Q8SZF1	FBgn0003480
Q9U4L6	FBgn0016041
Q24239	FBgn0016762
Q86P91	FBgn0031106
Q9GU66	FBgn0031106
Q9VR90	FBgn0031106
P29349	FBgn0000382
Q9VPH4	FBgn0024887
Q8IGQ5	FBgn0025592
Q8IRJ9	FBgn0025592
Q9W0U0	FBgn0025592
Q8T451	FBgn0029817
Q9W465	FBgn0029817
Q9W3S4	FBgn0029936
Q7KT36	FBgn0032789
Q8MR50	FBgn0033229
Q9VS07	FBgn0035730
Q9VIF2	FBgn0032923
Q2XYK6	FBgn0035866
Q9VSG8	FBgn0035866
Q9VRE2	FBgn0031150
Q9VPB8	FBgn0037020
Q9VIH0	FBgn0032907
Q9VSL2	FBgn0035904
Q7KJV6	FBgn0029113
Q7KUA4	FBgn0029113
Q9VSD9	FBgn0029113
Q5BHZ5	FBgn0030418
Q9VYJ6	FBgn0030418
Q9VYJ7	FBgn0030418
Q8IFW3	FBgn0037737
Q9VH84	FBgn0037737
Q9VH66	FBgn0037754
Q9U722	FBgn0029137
Q9VKB1	FBgn0029137
Q7JWS8	FBgn0039532
Q9VH70	FBgn0037751
O76910	FBgn0024975
Q960Q9	FBgn0024975
Q9VGY0	FBgn0037827
Q86LC4	FBgn0032705
Q8SZD0	FBgn0032705
Q9VJ57	FBgn0032705
Q9NIU5	FBgn0040064
Q9VL70	FBgn0040064
Q9NH11	FBgn0040290
Q9VSE6	FBgn0040290
Q9VLQ9	FBgn0032005
Q9VIP0	FBgn0032848
Q9VNA3	FBgn0037312
Q9VGB9	FBgn0038002
Q9VF44	FBgn0038355
Q9VBF0	FBgn0039427
Q95V81	FBgn0028991
Q8ST61	FBgn0032816
Q8MR08	FBgn0034583
Q9W2M4	FBgn0034583
Q95NU8	FBgn0086677
Q9VX15	FBgn0030871
Q9VR83	FBgn0031100
Q9V426	FBgn0024183
Q9VHL2	FBgn0037632
Q9VHJ4	FBgn0037647
Q8T4F2	FBgn0030620
Q9VHB9	FBgn0037708
Q9VGK3	FBgn0037930
Q9VG82	FBgn0038037
Q9VMP9	FBgn0031717
Q0KIB3	FBgn0037376
O61650	FBgn0024352
Q867V1	FBgn0024352
Q867Y1	FBgn0024352
Q9VPN5	FBgn0024352
Q9VPU8	FBgn0020305
Q9VFN9	FBgn0038196
Q9VFL8	FBgn0038213
O96686	FBgn0002023
Q86P58	FBgn0002023
Q9VJ00	FBgn0002023
Q9VJ02	FBgn0002023
Q86LT0	FBgn0024807
Q8MRC7	FBgn0024807
Q9GNA3	FBgn0024807
Q9GNA6	FBgn0024807
Q9GND0	FBgn0024807
Q9GNJ2	FBgn0024807
Q9NHW9	FBgn0024807
Q9NIH3	FBgn0024807
Q9TW12	FBgn0024807
Q9TW27	FBgn0024807
Q9U4F5	FBgn0024807
Q9U6N4	FBgn0024807
Q9W5S7	FBgn0024807
Q9VZ01	FBgn0030292
A1Z892	FBgn0033520
Q9W140	FBgn0035033
Q9VC61	FBgn0039209
Q9I7N3	FBgn0042127
Q9VLF0	FBgn0051708
Q95T89	FBgn0052600
Q9VY33	FBgn0052600
Q9VFF0	FBgn0038271
Q9W391	FBgn0030087
Q8INE8	FBgn0038306
Q9VFB3	FBgn0038306
Q9VCU5	FBgn0039020
Q8SXB1	FBgn0039402
Q9VBI3	FBgn0039402
Q7K1J3	FBgn0038539
Q9VEG5	FBgn0038539
Q9VEF0	FBgn0038551
Q9VA02	FBgn0039827
Q9VEC1	FBgn0038578
Q2PE14	FBgn0035021
Q9NFP1	FBgn0040069
Q8SYZ4	FBgn0038788
Q9I7I7	FBgn0038788
Q9VD82	FBgn0038902
Q95SY7	FBgn0038947
Q9NFN8	FBgn0038947
Q9VD29	FBgn0038947
Q9VTF9	FBgn0036136
Q9VD25	FBgn0038951
P53997	FBgn0014879
Q7JWW6	FBgn0026602
Q86B44	FBgn0030882
Q86B44	FBgn0052495
Q9VX03	FBgn0030882
Q9VX03	FBgn0052495
Q04652	FBgn0001301
Q9VCQ9	FBgn0039052
Q9VCG0	FBgn0039128
P29503	FBgn0002932
Q0E9B7	FBgn0028407
Q8T4H5	FBgn0028407
Q9U786	FBgn0028407
Q9V9W8	FBgn0043900
Q24491	FBgn0011305
P09775	FBgn0000137
Q8IPL4	FBgn0010607
Q9VMX2	FBgn0010607
Q24169	FBgn0015271
Q9N2M8	FBgn0010113
Q9W2C1	FBgn0034667
Q9VTT3	FBgn0036248
Q9VP44	FBgn0037076
Q9VHM3	FBgn0037621
Q8MRE6	FBgn0053202
Q9V9X4	FBgn0039849
Q9V9W4	FBgn0039856
Q8I0B7	FBgn0037339
Q8STF7	FBgn0037339
Q9VND3	FBgn0037339
Q9W083	FBgn0035273
Q9VSF7	FBgn0035857
O44386	FBgn0003328
Q9VEQ0	FBgn0038463
Q9VAX9	FBgn0039565
Q7JZM8	FBgn0034001
Q0E9A0	FBgn0033767
Q8T911	FBgn0033767
Q9VT90	FBgn0036078
Q08012	FBgn0004638
Q961J8	FBgn0035781
Q9VFC8	FBgn0266064
Q9VNI8	FBgn0037382
Q24574	FBgn0016756
Q9I7R5	FBgn0042178
Q9VM26	FBgn0031902
Q9W3H5	FBgn0030025
Q9VK81	FBgn0032436
Q8MYY4	FBgn0085409
Q9W370	FBgn0030105
Q9W5Q2	FBgn0039942
Q5BIA0	FBgn0038405
Q9VEY0	FBgn0038405
P42271	FBgn0010097
Q8IP79	FBgn0032482
Q8IP80	FBgn0032482
Q95SU1	FBgn0032482
Q9VK25	FBgn0032482
Q8I0D5	FBgn0053523
Q8I934	FBgn0053523
Q8I935	FBgn0053523
Q8IGR6	FBgn0053523
Q8IHC4	FBgn0053523
Q9VRR4	FBgn0053523
Q7K1Z3	FBgn0037134
Q9VNX9	FBgn0037134
Q9VJR9	FBgn0028838
Q9VIU7	FBgn0032799
Q9VW90	FBgn0036948
Q8IQ25	FBgn0031190
Q9VR57	FBgn0031190
Q8T8V4	FBgn0029661
Q9W4S2	FBgn0029661
Q9W0H3	FBgn0035206
Q24090	FBgn0011715
O46052	FBgn0023540
Q7JQR2	FBgn0033481
P15372	FBgn0000120
Q6NR13	FBgn0038312
Q9VFA2	FBgn0038312
Q95TL8	FBgn0030734
Q9VXI3	FBgn0030734
Q9VB07	FBgn0046258
Q8SZM0	FBgn0038819
Q9VDJ8	FBgn0038819
Q8T442	FBgn0031546
Q9VQS1	FBgn0031546
O46106	FBgn0014366
Q9VSX7	FBgn0035983
Q7K231	FBgn0034109
Q9V3I5	FBgn0020412
Q9W0V4	FBgn0040688
Q9VUR3	FBgn0036515
Q9VMC9	FBgn0031821
Q8IRM6	FBgn0028341
Q8IRM7	FBgn0028341
Q9W323	FBgn0028341
Q9W324	FBgn0028341
Q9V7Y2	FBgn0010591
Q9VE50	FBgn0044871
Q8T3X6	FBgn0046873
Q8WTI6	FBgn0046873
O16157	FBgn0020908
Q8MSI2	FBgn0020908
Q7K508	FBgn0033574
Q7K4Y0	FBgn0086687
Q8SZK8	FBgn0086687
Q94541	FBgn0086687
Q9U972	FBgn0086687
Q9VHT9	FBgn0037562
O96827	FBgn0028737
Q9VV19	FBgn0036595
Q95S72	FBgn0026239
Q9VE13	FBgn0026239
Q9VE16	FBgn0026239
A1ZA77	FBgn0034059
Q8SZE6	FBgn0034059
Q9VSN3	FBgn0052029
Q8IMU1	FBgn0039266
Q9VBZ0	FBgn0039266
Q8IQW5	FBgn0031037
Q9VWG1	FBgn0031037
Q9VQ46	FBgn0031367
P18502	FBgn0003892
Q9VIZ1	FBgn0086446
Q8IQV5	FBgn0036958
Q8IQV6	FBgn0036958
Q9VWA0	FBgn0036958
P40796	FBgn0011638
Q9NF74	FBgn0040348
Q9W5C1	FBgn0040348
Q9VFX5	FBgn0038130
Q961V7	FBgn0045761
Q961Q8	FBgn0039326
Q9VMU7	FBgn0031677
Q8IG83	FBgn0052369
Q9VSB1	FBgn0052369
Q9VSB2	FBgn0052369
Q8MQX2	FBgn0037619
Q9VHM5	FBgn0037619
Q2MGN0	FBgn0034946
Q8MLQ3	FBgn0034946
A1Z8Z8	FBgn0033732
Q9VGM4	FBgn0037911
Q8IRB4	FBgn0035542
Q9VZC7	FBgn0035542
Q7K4A8	FBgn0033830
Q9VJE3	FBgn0032635
Q06521	FBgn0003983
Q9VA30	FBgn0039807
P02836	FBgn0000577
Q26416	FBgn0014454
Q9W3J2	FBgn0030010
Q9VHL1	FBgn0037633
Q9W3R6	FBgn0029944
Q7KSU6	FBgn0037607
Q95S19	FBgn0037607
Q9VHN7	FBgn0037607
Q9V895	FBgn0034282
Q9V568	FBgn0033404
Q9W511	FBgn0024984
Q9VUK7	FBgn0036476
Q86P70	FBgn0051719
Q9VKV0	FBgn0051719
Q7KJ37	FBgn0287225
Q95TQ1	FBgn0287225
Q9VEX6	FBgn0040237
Q86NW4	FBgn0051342
Q86NY5	FBgn0051342
Q8SX52	FBgn0040388
Q95R27	FBgn0040388
Q9U1M6	FBgn0040388
Q9W4Y6	FBgn0040388
Q5U117	FBgn0086712
O96690	FBgn0023178
Q7K533	FBgn0034200
Q9VT70	FBgn0036059
Q9V9U0	FBgn0003065
Q24040	FBgn0013753
A1Z8Z7	FBgn0033731
Q9VJF5	FBgn0032625
A1Z8B5	FBgn0033544
Q8T972	FBgn0033544
Q95SG1	FBgn0033544
O97064	FBgn0004777
Q8MRD2	FBgn0004777
Q9VG73	FBgn0038046
Q7JX41	FBgn0033081
Q9VKM5	FBgn0032322
Q9W1L1	FBgn0034893
Q9VB09	FBgn0039538
Q8IR23	FBgn0003969
Q9VK88	FBgn0032431
Q8MRL9	FBgn0031287
Q9VPU4	FBgn0031287
Q7K2X1	FBgn0034314
Q9VMM6	FBgn0031737
Q8MS29	FBgn0031534
Q9VQQ6	FBgn0031534
Q9VW57	FBgn0036919
Q08212	FBgn0005649
Q26281	FBgn0005649
Q8IMX4	FBgn0005649
Q8SZP5	FBgn0005649
Q9VCE3	FBgn0005649
Q7KRX5	FBgn0045862
Q960S3	FBgn0045862
Q9VB04	FBgn0045862
Q04691	FBgn0000639
Q9W123	FBgn0035047
Q7KTX7	FBgn0041100
Q86CZ3	FBgn0041100
Q86LE7	FBgn0041100
Q95TI4	FBgn0041100
Q9VST2	FBgn0035956
Q02936	FBgn0004644
Q9VWQ6	FBgn0030956
A1Z830	FBgn0033473
O76876	FBgn0024987
Q8IH14	FBgn0024987
A1Z831	FBgn0033473
Q8MSZ6	FBgn0033473
Q8MYV2	FBgn0033473
O96660	FBgn0025800
Q86NL2	FBgn0025800
Q9TZQ2	FBgn0025800
Q9VJJ6	FBgn0001185
Q24270	FBgn0001991
Q9VTR2	FBgn0036227
O77273	FBgn0025388
Q5BI31	FBgn0025388
Q9VPT4	FBgn0031281
Q24314	FBgn0000482
Q9W197	FBgn0034988
Q9VEW2	FBgn0038421
Q95TB6	FBgn0031637
Q9VR35	FBgn0031637
Q9VAP2	FBgn0039638
Q9U6Q2	FBgn0013953
Q9VC29	FBgn0013953
Q8T9J1	FBgn0036302
Q960W9	FBgn0036302
Q4V6W7	FBgn0034120
Q9W1G0	FBgn0023477
Q9VIK6	FBgn0032876
Q8MLV5	FBgn0034650
Q9GSP1	FBgn0034650
Q9W2E3	FBgn0034650
Q9I7I1	FBgn0042106
Q9VAA1	FBgn0039748
Q9W1H9	FBgn0034919
Q9VEU1	FBgn0038439
A1ZAQ9	FBgn0034199
Q9VS32	FBgn0035751
Q9W2C5	FBgn0034663
Q86PF5	FBgn0032447
Q8SY07	FBgn0032447
Q2XY38	FBgn0034110
Q7JQL5	FBgn0034110
Q961S5	FBgn0034110
Q5U179	FBgn0034182
Q8MSC1	FBgn0034182
O01367	FBgn0264491
Q7K2B0	FBgn0034422
Q9W4P4	FBgn0029681
Q9W130	FBgn0015040
P31396	FBgn0000448
Q7K4X4	FBgn0046225
P07486	FBgn0001091
O46107	FBgn0023496
Q27415	FBgn0016685
Q5U0T2	FBgn0036785
Q9VVP5	FBgn0036785
Q9VJ62	FBgn0032701
Q7JXU4	FBgn0034243
Q9VY91	FBgn0030520
Q9VXG8	FBgn0004367
Q9W5B3	FBgn0040368
Q7K2T8	FBgn0038123
Q8T497	FBgn0036905
Q9VW36	FBgn0260434
Q9VW36	FBgn0036905
Q9VUC4	FBgn0036406
Q9VP62	FBgn0037064
Q7KTP4	FBgn0053113
Q9VMV9	FBgn0053113
Q9VMW1	FBgn0053113
Q9VMW2	FBgn0053113
Q9VMW4	FBgn0053113
P52487	FBgn0017456
A1Z8I9	FBgn0033614
Q9VLM6	FBgn0032034
P54362	FBgn0001087
Q9W2U2	FBgn0052687
Q9VSD3	FBgn0028379
Q9VS59	FBgn0082598
Q9VXA4	FBgn0030797
Q9VBH6	FBgn0039408
Q8MRM0	FBgn0030484
Q0KHT4	FBgn0030323
Q9VYV9	FBgn0030323
A1Z765	FBgn0033232
Q8MSH0	FBgn0033232
Q9VKT9	FBgn0032264
Q7K1H9	FBgn0034296
Q9VYM0	FBgn0030398
Q9VCG8	FBgn0085384
O76522	FBgn0027338
Q9UB78	FBgn0027338
Q9V455	FBgn0027338
Q9VYG2	FBgn0025463
Q95U04	FBgn0037059
Q9VP67	FBgn0037059
Q9VN56	FBgn0037275
Q86B74	FBgn0024273
Q9VAT0	FBgn0024273
Q9VJ55	FBgn0032707
Q9VTU4	FBgn0036258
Q8IPH4	FBgn0041182
Q8IPH5	FBgn0041182
Q8MT94	FBgn0041182
Q9NFV7	FBgn0041182
Q9VLY9	FBgn0041182
Q9VLZ0	FBgn0041182
Q8MRY4	FBgn0035608
Q9VRL8	FBgn0035608
Q9W448	FBgn0029831
Q9W0X8	FBgn0027599
Q9Y155	FBgn0027599
Q8T9L5	FBgn0038167
